0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
l8ugp31t,Croft,Michael,75579,4,129,Lost 0-2,gpdet01,1591.2,1572.02,5r9d86ti,"Wescoe, Craig",1526.3,9.0,2001-03-31,False,Grand Prix Detroit 2001,web.archive.org/web/20131223090543/http://www.wizards.com/sideboard/event.asp?event=GPDET01,gp,PLS limited
l8ugp31t,Croft,Michael,75875,5,160,Won 2-1,gpdet01,1572.02,1588.38,glt0gktw,"Gerstl, Jeff",1482.25,9.0,2001-03-31,False,Grand Prix Detroit 2001,web.archive.org/web/20131223090543/http://www.wizards.com/sideboard/event.asp?event=GPDET01,gp,PLS limited
l8ugp31t,Croft,Michael,76081,6,144,Lost 1-2,gpdet01,1588.38,1568.21,gyuwphbn,"Hefner, Eric",1468.7,9.0,2001-03-31,False,Grand Prix Detroit 2001,web.archive.org/web/20131223090543/http://www.wizards.com/sideboard/event.asp?event=GPDET01,gp,PLS limited
l8ugp31t,Croft,Michael,86018,1,47,Won 2-0,natca01,1568.21,1584.73,hcemvj9o,"Rennet, Alex",1487.14,,2001-07-20,False,2001 Canada National Championship,http://web.archive.org/web/20130511025531/http://www.wizards.com/sideboard/event.asp?event=CANNAT01,national,mixed
l8ugp31t,Croft,Michael,86038,2,19,Lost 0-2,natca01,1584.73,1565.52,ykm8qyph,"Chubaty, Alexei",1518.0,,2001-07-20,False,2001 Canada National Championship,http://web.archive.org/web/20130511025531/http://www.wizards.com/sideboard/event.asp?event=CANNAT01,national,mixed
l8ugp31t,Croft,Michael,86098,3,31,Won 2-0,natca01,1565.52,1584.84,wa441w39,"Lau, Sam [CAN]",1638.21,,2001-07-20,False,2001 Canada National Championship,http://web.archive.org/web/20130511025531/http://www.wizards.com/sideboard/event.asp?event=CANNAT01,national,mixed
l8ugp31t,Croft,Michael,86146,4,31,Lost 0-2,natca01,1584.84,1566.49,8sq8m1fr,"Bower, Michael",1565.42,,2001-07-20,False,2001 Canada National Championship,http://web.archive.org/web/20130511025531/http://www.wizards.com/sideboard/event.asp?event=CANNAT01,national,mixed
l8ugp31t,Croft,Michael,86209,5,46,Lost 1-2,natca01,1566.49,1547.36,r9znslji,"Liquidano, Jairo",1504.39,,2001-07-20,False,2001 Canada National Championship,http://web.archive.org/web/20130511025531/http://www.wizards.com/sideboard/event.asp?event=CANNAT01,national,mixed
l8ugp31t,Croft,Michael,86212,6,1,Won 2-1,natca01,1547.36,1563.93,rm5swt91,"Dumanski, Lukasz",1469.04,,2001-07-20,False,2001 Canada National Championship,http://web.archive.org/web/20130511025531/http://www.wizards.com/sideboard/event.asp?event=CANNAT01,national,mixed
l8ugp31t,Croft,Michael,86280,7,21,Lost 0-2,natca01,1563.93,1548.84,vcla8f0e,"Elarar, Jay",1724.64,,2001-07-20,False,2001 Canada National Championship,http://web.archive.org/web/20130511025531/http://www.wizards.com/sideboard/event.asp?event=CANNAT01,national,mixed
