Id,name,money,nationality,teams
andre-garrett,Andre Garrett,0,United States of America,empty
andreas-isaksson,Andreas Isaksson,0,Norway,empty
andreas-krauchuk,Andreas Krauchuk,0,Argentina,empty
andrew-wright--can-,Andrew Wright (CAN),0,Canada,empty
andre-boucher-frappier,André Boucher Frappier,0,Canada,empty
anton-kurin,Anton Kurin,0,Russian Federation,empty
artem-kuznecov,Artem Kuznecov,0,Russian Federation,empty
arthur-ma,Arthur Ma,0,United Kingdom of Great Britain and Northern Ireland,empty
artyom-kharlamov,Artyom Kharlamov,0,Russian Federation,empty
austin-chen,Austin Chen,0,United States of America,empty
bruno-duarte,Bruno Duarte,0,Brazil,empty
bruno-wafo-tapa,Bruno Wafo-Tapa,0,France,empty
bryan-kovacs,Bryan Kovacs,0,United States of America,empty
caleb-van-patten,Caleb Van Patten,0,United States of America,"[{'season': 2016, 'team': 'NorCal'}]"
carl-johnson,Carl Johnson,0,United States of America,empty
carlos-reula,Carlos Reula,0,Spain,empty
cem-erdogan,Cem Erdogan,0,Turkey,empty
chin-heng-tan,Chin Heng Tan,0,Singapore,empty
chris-ainhorn,Chris Ainhorn,0,United States of America,empty
chris-tran,Chris Tran,0,United States of America,empty
conor-mulvena,Conor Mulvena,0,United States of America,empty
corey-paul,Corey Paul,0,United States of America,empty
cory-eubank,Cory Eubank,0,United States of America,empty
damien-mace,Damien Mace,0,France,empty
dan-akihiro-namba,Dan Akihiro Namba,0,Brazil,empty
daniel-carneiro,Daniel Carneiro,0,Portugal,empty
daniel-garmon,Daniel Garmon,0,United States of America,empty
daniel-lucia,Daniel Lucia,0,United Kingdom of Great Britain and Northern Ireland,empty
david-joachim,David Joachim,0,Germany,empty
david-puebla-garcia,David Puebla Garcia,0,United States of America,empty
diogo-santos,Diogo Santos,0,Portugal,empty
dimitrii-osipenko,Dimitrii Osipenko,0,Russian Federation,empty
dmitriy-oliferchuk,Dmitriy Oliferchuk,0,Russian Federation,empty
dominic-penton,Dominic Penton,0,United Kingdom of Great Britain and Northern Ireland,empty
doug-bostick,Doug Bostick,0,United States of America,empty
douglas-romani,Douglas Romani,0,Brazil,"[{'season': 2018, 'team': 'Cardhoarder Mentoring'}]"
dustin-taylor,Dustin Taylor,0,United States of America,empty
dustyn-nogueira,Dustyn Nogueira,0,Canada,empty
everton-julian-silva-goulart,Everton Julian Silva Goulart,0,Brazil,empty
federico-ronchi,Federico Ronchi,0,Italy,empty
federico-zevio,Federico Zevio,0,Italy,empty
filipe-constancio,Filipe Constâncio,0,Portugal,empty
francesco-recchiuti,Francesco Recchiuti,0,Italy,empty
fred-edelkamp,Fred Edelkamp,0,United States of America,empty
frederic-geiger,Frederic Geiger,0,Germany,empty
gionata-dal-farra,Gionata Dal Farra,0,Italy,empty
gregory-antoniadis,Gregory Antoniadis,0,empty,empty
harrison-swados,Harrison Swados,0,United States of America,empty
harry-corvese,Harry Corvese,0,United States of America,empty
haruki-kanayama,Haruki Kanayama,0,Japan,empty
henri-kinnunen,Henri Kinnunen,0,Finland,empty
hoik-jang,Hoik Jang,0,Korea (Republic of),empty
jake-browne,Jake Browne,0,United States of America,empty
jamey-hollis,Jamey Hollis,0,United States of America,empty
jason-thompson,Jason Thompson,0,United States of America,empty
jeff-hong,Jeff Hong,0,United States of America,empty
jeffrey-chan,Jeffrey Chan,0,Singapore,empty
jelmer-koopmans,Jelmer Koopmans,0,Netherlands,empty
hyun-woo-jeong,Hyun-Woo Jeong,0,Korea (Republic of),empty
jesse-smith,Jesse Smith,0,United States of America,empty
jesus-gonzalez,Jesus Gonzalez,0,Spain,empty
jonathan-yuen,Jonathan Yuen,0,Australia,empty
josh-yukawa,Josh Yukawa,0,United States of America,empty
jeremie-aronowiez,Jérémie Aronowiez,0,France,empty
kaname-yanase,Kaname Yanase,0,Japan,empty
karol-drozdz,Karol Drozdz,0,Poland,empty
kazune-kosaka,Kazune Kosaka,0,Japan,empty
kazuto-kawakami,Kazuto Kawakami,0,Japan,empty
keisuke-kishimoto,Keisuke Kishimoto,0,Japan,empty
kenji-tsumura,Kenji Tsumura,0,Japan,"[{'season': 2016, 'team': 'Last Samurai'}, {'season': 2017, 'team': 'Final Last Samurai'}, {'season': 2018, 'team': 'Hareruya Axe'}]"
kirill-zhuravlev,Kirill Zhuravlev,0,Russian Federation,empty
klemen-pirc,Klemen Pirc,0,empty,empty
konstantin-zhanzharov,Konstantin Zhanzharov,0,Russian Federation,empty
kouji-kandori,Kouji Kandori,0,Japan,empty
kurt-sandford,Kurt Sandford,0,United Kingdom of Great Britain and Northern Ireland,empty
lance-gyger,Lance Gyger,0,United States of America,empty
loic-le-guennec,Loic Le Guennec,0,France,empty
mads-rasmussen,Mads Rasmussen,0,Denmark,empty
malte-drogemuller,Malte Drögemüller,0,Germany,empty
mamoru-nagai,Mamoru Nagai,0,Japan,empty
masahiro-katou,Masahiro Katou,0,Japan,empty
masahumi-takasaki,Masahumi Takasaki,0,Japan,empty
masao-harada,Masao Harada,0,Japan,empty
masahito-masuda,Masahito Masuda,0,Japan,empty
maurycy-flisykowski,Maurycy Flisykowski,0,Poland,empty
max-sanders,Max Sanders,0,United States of America,empty
maxim-goncharov,Maxim Goncharov,0,Russian Federation,empty
maxime-gauthier,Maxime Gauthier,0,France,empty
maximiliano-liprandi,Maximiliano Liprandi,0,Venezuela (Bolivarian Republic of),empty
michael-phelps,Michael Phelps,0,United States of America,empty
michael-swailes,Michael Swailes,0,United States of America,empty
morgan-hung,Morgan Hung,0,United States of America,empty
nathanael-callewaert,Nathanael Callewaert,0,Belgium,empty
omar-vallejo-pacheco,Omar Vallejo Pacheco,0,Spain,empty
orin-van-loon,Orin van Loon,0,Netherlands,empty
paavo-sissala,Paavo Sissala,0,Finland,empty
paul-stilwell,Paul Stilwell,0,United States of America,empty
pawel-kazimierczuk,Pawel Kazimierczuk,0,Poland,empty
pierre-vendelboe,Pierre Vendelboe,0,Estonia,empty
qi-wentao,Qi Wentao,0,China,"[{'season': 2017, 'team': 'MTGSheep'}]"
quinten-mudde,Quinten Mudde,0,Netherlands,empty
randall-schmollinger,Randall Schmollinger,0,United States of America,empty
reggie-valk,Reggie Valk,0,United States of America,empty
robert-pangman,Robert Pangman,0,Canada,empty
robert-escano,Robert Escano,0,Philippines,empty
robert-young,Robert Young,0,Australia,empty
roman-vasilev,Roman Vasilev,0,Russian Federation,empty
ryuuichiro-ishida,Ryuuichiro Ishida,0,Japan,empty
sean-bulthaup,Sean Bulthaup,0,United States of America,empty
shou-kiriake,Shou Kiriake,0,Japan,empty
shunichi-sato,Shunichi Sato,0,Japan,empty
stefano-rampini,Stefano Rampini,0,Italy,empty
huang-ta-chi,Huang Ta-Chi,0,"Taiwan, Province of China",empty
takahiro-obara,Takahiro Obara,0,Japan,empty
takayuki-suzuki,Takayuki Suzuki,0,Japan,empty
tobias-mieth,Tobias Mieth,0,Germany,empty
tomas-hnida,Tomas Hnida,0,Czech Republic,empty
tomas-klimes,Tomas Klimes,0,Czech Republic,empty
tomoaki-murata,Tomoaki Murata,0,Japan,empty
tomofumi-okada,Tomofumi Okada,0,Japan,empty
tyler-heule,Tyler Heule,0,United States of America,empty
wadim-reimche,Wadim Reimche,0,Germany,empty
walter-perez,Walter Perez,0,Brazil,empty
wanja-huber,Wanja Huber,0,Germany,empty
xiang-lan,Xiang Lan,0,China,empty
yi-pang-liu,Yi Pang Liu,0,Hong Kong,empty
yi-yang,Yi Yang,0,China,empty
yo-tezuka,Yo Tezuka,0,Japan,empty
nathan-russell,Nathan Russell,0,Australia,empty
toshiki-tsukamoto,Toshiki Tsukamoto,0,Japan,empty
tom-chanpheng,Tom Chanpheng,0,Australia,empty
ryuji-ohashi,Ryuji Ohashi,0,empty,empty
joo-nyeon-kim,Joo-Nyeon Kim,0,Korea (Republic of),empty
early-nguyen,Early Nguyen,0,empty,empty
rod-ho,Rod Ho,0,Australia,empty
rafael-lirag,Rafael Lirag,0,Philippines,empty
satoshi-nakamura,Satoshi Nakamura,0,Japan,empty
kiyoshi-sasanuma,Kiyoshi Sasanuma,0,Japan,empty
itaru-ishida,Itaru Ishida,0,Japan,empty
eisaku-itadani,Eisaku Itadani,0,Japan,empty
sam-lei-kang-lau,Sam Lei Kang Lau,0,Singapore,empty
goro-matsuo,Goro Matsuo,0,Japan,empty
autrijus-tang,Autrijus Tang,0,"Taiwan, Province of China",empty
kentaro-miura,Kentaro Miura,0,Japan,empty
tsuyoshi-doyama,Tsuyoshi Doyama,0,Japan,empty
hiroshi-watanabe,Hiroshi Watanabe,0,Japan,empty
stephen-campbell,Stephen Campbell,0,Australia,empty
kazuyuki-momose,Kazuyuki Momose,0,Japan,empty
michael-doecke,Michael Doecke,0,Australia,empty
masami-ibamoto,Masami Ibamoto,0,Japan,empty
yoshitaka-yamamura,Yoshitaka Yamamura,0,Japan,empty
chun-hung-wong,Chun Hung Wong,0,Hong Kong,empty
aric-hsu,Aric Hsu,0,"Taiwan, Province of China",empty
jun-nobushita,Jun Nobushita,0,Japan,empty
felix-gonzales,Felix Gonzales,0,Philippines,empty
yuan-shiu-tsai,Yuan Shiu Tsai,0,"Taiwan, Province of China",empty
ken-ichi-fujita,Ken'ichi Fujita,0,Japan,empty
osamu-fujita,Osamu Fujita,0,Japan,empty
darren-williams,Darren Williams,0,Australia,empty
joneal-chu,Joneal Chu,0,Philippines,empty
teddy-sy,Teddy Sy,0,Philippines,empty
reiji-andou,Reiji Andou,0,Japan,empty
lawrence-sy,Lawrence Sy,0,Philippines,empty
ding-leong,Ding Leong,0,Singapore,empty
david-tiew-ming-han,David Tiew Ming Han,0,Malaysia,empty
koichiro-maki,Koichiro Maki,0,Japan,empty
yoshikazu-ishii,Yoshikazu Ishii,0,Japan,empty
yuichi-taguchi,Yuichi Taguchi,0,Japan,empty
kenichi-komiya,Kenichi Komiya,0,Japan,empty
jesse-chang,Jesse Chang,0,"Taiwan, Province of China",empty
weng-kwong-aw-yeong,Weng Kwong Aw Yeong,0,Malaysia,empty
ryohei-ohashi,Ryohei Ohashi,0,Japan,empty
ji-hoon-kim,Ji-Hoon Kim,0,Korea (Republic of),empty
oliver--apac----,Oliver (APAC 98),0,Indonesia,empty
lenny-collins,Lenny Collins,0,Australia,empty
chen-yu-weng,Chen Yu Weng,0,"Taiwan, Province of China",empty
takaaki-maruyama,Takaaki Maruyama,0,Japan,empty
craig-sheppard,Craig Sheppard,0,Australia,empty
hon-yuen-ng,Hon Yuen Ng,0,Hong Kong,empty
kok-hou-yap,Kok Hou Yap,0,Malaysia,empty
indra,Indra,0,Indonesia,empty
ittoku-tanaka,Ittoku Tanaka,0,Japan,empty
richard-adelfin,Richard Adelfin,0,Philippines,empty
anderson-santoso,Anderson Santoso,0,Philippines,empty
richard-yaneza,Richard Yaneza,0,Philippines,empty
sam-ward,Sam Ward,0,Australia,empty
jin-okamoto,Jin Okamoto,0,Japan,empty
mike-whitty,Mike Whitty,0,New Zealand,empty
heung-jin-jung,Heung-Jin Jung,0,Korea (Republic of),empty
sang-seok-lee,Sang-Seok Lee,0,Korea (Republic of),empty
takuichi-harino,Takuichi Harino,0,Japan,empty
fukuoka-manabu,Fukuoka Manabu,0,Japan,empty
ooi-soon-yee,Ooi Soon Yee,0,Malaysia,empty
chi-fai-ng,Chi Fai Ng,0,Hong Kong,empty
kimihiro-fujino,Kimihiro Fujino,0,Japan,empty
kentaro-ogino,Kentaro Ogino,0,Japan,empty
masaya-mori,Masaya Mori,0,Japan,empty
tsuyoshi-fujita,Tsuyoshi Fujita,0,Japan,"[{'season': 2016, 'team': 'Last Samurai'}, {'season': 2017, 'team': 'Final Last Samurai'}]"
masayuki-higashino,Masayuki Higashino,0,Japan,empty
hiroto-watanabe,Hiroto Watanabe,0,Japan,empty
wing-lok-tam,Wing Lok Tam,0,Hong Kong,empty
kevin-seng-giap-khoo,Kevin Seng Giap Khoo,0,Malaysia,empty
chung-yin-bruno-lam,Chung Yin Bruno Lam,0,Hong Kong,empty
dane-coltman,Dane Coltman,0,Australia,empty
masashiro-kuroda,Masashiro Kuroda,0,Japan,empty
masahiro-nishiwaki,Masahiro Nishiwaki,0,Japan,empty
hiroshi-harada,Hiroshi Harada,0,Japan,empty
albertus-law,Albertus Law,0,Singapore,empty
kai-cheong-tang,Kai Cheong Tang,0,Hong Kong,empty
damian-brown-santirso,Damian Brown-Santirso,0,New Zealand,empty
jack-ho,Jack Ho,0,"Taiwan, Province of China",empty
ko-chang-ching,Ko Chang Ching,0,"Taiwan, Province of China",empty
mark-a--padua,Mark A. Padua,0,Philippines,empty
kazuhiro-nakamura,Kazuhiro Nakamura,0,Japan,empty
robin-hee-tee-pong,Robin Hee Tee Pong,0,Singapore,empty
kei-ikeda,Kei Ikeda,0,Japan,empty
justin-west,Justin West,0,Australia,empty
koji-nose,Koji Nose,0,Japan,empty
jinpei-hassaku,Jinpei Hassaku,0,Japan,empty
mark-antoine-n-hernandez,Mark Antoine N Hernandez,0,Philippines,empty
jun-wei-hew,Jun-Wei Hew,0,Malaysia,empty
aaron-hong-shing-ngan,Aaron Hong Shing Ngan,0,Hong Kong,empty
ryuichi-arita,Ryuichi Arita,0,Japan,empty
wei-ming,Wei Ming,0,Indonesia,empty
makoto-yamazoe,Makoto Yamazoe,0,United States of America,empty
kenji-matsui,Kenji Matsui,0,Japan,empty
scott-richards,Scott Richards,0,New Zealand,empty
chi-chung-hwang,Chi Chung Hwang,0,"Taiwan, Province of China",empty
kenji-ogami,Kenji Ogami,0,Japan,empty
takahiro-endo,Takahiro Endo,0,Japan,empty
wei-san-ng,Wei San Ng,0,Malaysia,empty
hirobumi-nakamura,Hirobumi Nakamura,0,Japan,empty
lance-chin-wei-yeong,Lance Chin Wei Yeong,0,Singapore,empty
yutaka-seki,Yutaka Seki,0,Japan,empty
kazufumi-abe,Kazufumi Abe,0,Japan,empty
dell-sun,Dell Sun,0,"Taiwan, Province of China",empty
agus-susanto,Agus Susanto,0,Indonesia,empty
takao-higaki,Takao Higaki,0,Japan,empty
ryouma-shiozu,Ryouma Shiozu,0,Japan,empty
mario-padua,Mario Padua,0,Philippines,empty
ryan-siong-huat-soh,Ryan Siong Huat Soh,0,Malaysia,empty
kazuya-hirabayashi,Kazuya Hirabayashi,0,Japan,empty
benjamin-seck,Benjamin Seck,0,Australia,empty
gerald-camangon,Gerald Camangon,0,Philippines,empty
satoshi-sakakibara,Satoshi Sakakibara,0,Japan,empty
takuma-morofuji,Takuma Morofuji,0,Japan,"[{'season': 2018, 'team': 'Final Last Samurai'}]"
won-ho-son,Won-Ho Son,0,Korea (Republic of),empty
john-brugman,John Brugman,0,Australia,empty
andrew-corney,Andrew Corney,0,Australia,empty
ryou-ogura,Ryou Ogura,0,Japan,empty
augusto-maria-guerrero,Augusto Maria Guerrero,0,Philippines,empty
chikara-nakajima,Chikara Nakajima,0,Japan,empty
nicholas-wong,Nicholas Wong,0,Singapore,empty
kang-nien-chiang,Kang Nien Chiang,0,"Taiwan, Province of China",empty
johnson-wan,Johnson Wan,0,Hong Kong,empty
paul-sia,Paul Sia,0,Philippines,empty
frank-hsieh,Frank Hsieh,0,"Taiwan, Province of China",empty
jonathan-chan,Jonathan Chan,0,Singapore,empty
junyang-ang,Junyang Ang,0,Singapore,empty
david-wei-phang-kwan,David Wei Phang Kwan,0,Singapore,empty
ming-huang-royce-chai,Ming Huang Royce Chai,0,Singapore,empty
samson-wong,Samson Wong,0,Singapore,empty
jim-len,Jim Len,0,"Taiwan, Province of China",empty
winindra-wimindra,Winindra Wimindra,0,Indonesia,empty
hiroki-okamoto,Hiroki Okamoto,0,Japan,empty
tarou-kageyama,Tarou Kageyama,0,Japan,empty
lawrence-dimalanta,Lawrence Dimalanta,0,Philippines,empty
sang-ryeol-lee,Sang-ryeol Lee,0,Korea (Republic of),empty
welly-hadiwidjaja,Welly Hadiwidjaja,0,Indonesia,empty
herman-darmawan,Herman Darmawan,0,Indonesia,empty
kiyoaki-niimi,Kiyoaki Niimi,0,Japan,empty
masaki-yamashita,Masaki Yamashita,0,Japan,empty
lin-yous,Lin Yous,0,"Taiwan, Province of China",empty
takashi-niwa,Takashi Niwa,0,Japan,empty
frans-indrawan,Frans Indrawan,0,Indonesia,empty
chee-yin-ho,Chee-yin Ho,0,Hong Kong,empty
oliver-suryatenggara,Oliver Suryatenggara,0,Indonesia,empty
tadayoshi-komiya,Tadayoshi Komiya,0,Japan,empty
vice-lin,Vice Lin,0,"Taiwan, Province of China",empty
hideo-takeda,Hideo Takeda,0,Japan,empty
dong-ku-kim,Dong-Ku Kim,0,Korea (Republic of),empty
yopi-effendi,Yopi Effendi,0,Indonesia,empty
rudy-widjaja,Rudy Widjaja,0,Indonesia,empty
naoki-higono,Naoki Higono,0,Japan,empty
william-bedoucha,William Bedoucha,0,Hong Kong,empty
koji-noda,Koji Noda,0,Japan,empty
dino-yu,Dino Yu,0,Philippines,empty
ka-shun-dion-fung,Ka Shun Dion Fung,0,Hong Kong,empty
sim-han-how,Sim Han How,0,Malaysia,empty
kil-ho-lee,Kil-Ho Lee,0,Korea (Republic of),empty
chuen-hwa-tan,Chuen Hwa Tan,0,Malaysia,empty
tsuyoshi-ikeda,Tsuyoshi Ikeda,0,Japan,empty
yujian-zhou,Yujian Zhou,0,Singapore,empty
king-yim-kingston-tong,King Yim Kingston Tong,0,Hong Kong,empty
yuusuke-sasaki,Yuusuke Sasaki,0,Japan,empty
ka-on-keith-lau,Ka On Keith Lau,0,Hong Kong,empty
andrew-macdonald,Andrew Macdonald,0,Australia,empty
daisuke-kanno,Daisuke Kanno,0,Japan,empty
barry-sirimanne,Barry Sirimanne,0,Malaysia,empty
katsuhiro-mori,Katsuhiro Mori,0,Japan,empty
tobey-tamber,Tobey Tamber,0,"Taiwan, Province of China",empty
toshiharu-niwa,Toshiharu Niwa,0,Japan,empty
tatsuo-yoshii,Tatsuo Yoshii,0,Japan,empty
hiroaki-hoshino,Hiroaki Hoshino,0,Japan,empty
shuhei-nakamura,Shuhei Nakamura,0,Japan,"[{'season': 2016, 'team': 'Hareruya'}, {'season': 2017, 'team': 'Kusemono'}, {'season': 2018, 'team': 'Kusemono'}]"
hwang-chang,Hwang Chang,0,"Taiwan, Province of China",empty
naoki-kubouchi,Naoki Kubouchi,0,Japan,empty
oliver-oks,Oliver Oks,0,Australia,empty
mark-yong-siang-chang,Mark Yong Siang Chang,0,Singapore,empty
wei-ren-khoo,Wei Ren Khoo,0,Malaysia,empty
francis-robert-profeta,Francis Robert Profeta,0,Philippines,empty
hideyuki-sakai,Hideyuki Sakai,0,Japan,empty
norrasuk-jumsai,Norrasuk Jumsai,0,Thailand,empty
morgan-ramanchandram,Morgan Ramanchandram,0,Malaysia,empty
takamasa-fukata,Takamasa Fukata,0,Japan,empty
takeshi-miyasaka,Takeshi Miyasaka,0,Japan,empty
tomohide-sasagawa,Tomohide Sasagawa,0,Japan,empty
nao-yamamoto,Nao Yamamoto,0,Japan,empty
jonsen-sulaeman,Jonsen Sulaeman,0,Indonesia,empty
nobuaki-shikata,Nobuaki Shikata,0,Japan,empty
julian-brown-santirso,Julian Brown-Santirso,0,New Zealand,empty
phattharaset-yeodkolkij,Phattharaset Yeodkolkij,0,Thailand,empty
edward-keng-choong-choy,Edward Keng Choong Choy,0,Singapore,empty
arvi-limpadanai,Arvi Limpadanai,0,Thailand,empty
mongkol-tachasukjai,Mongkol Tachasukjai,0,Thailand,empty
tzu-ching-kuo,Tzu Ching Kuo,0,"Taiwan, Province of China",empty
prapon-maneechareonwong,Prapon Maneechareonwong,0,Thailand,empty
min-su-kim,Min-Su Kim,0,Japan,empty
rudolph-christopher-la-faber,Rudolph Christopher La Faber,0,Malaysia,empty
ming-da-tsai,Ming Da Tsai,0,"Taiwan, Province of China",empty
andreas-pranoto,Andreas Pranoto,0,Indonesia,empty
michihisa-onoda,Michihisa Onoda,0,Japan,empty
william-zulkarnaennain-rivai,William Zulkarnaennain Rivai,0,Indonesia,empty
hanshen-tham,Hanshen Tham,0,Malaysia,empty
pongsiri-hiranyasiri,Pongsiri Hiranyasiri,0,Thailand,empty
clifford-yap,Clifford Yap,0,Singapore,empty
hisaya-tanaka,Hisaya Tanaka,0,Japan,empty
andrew-lai,Andrew Lai,0,Australia,empty
bernard-wee-yong-mok,Bernard Wee Yong Mok,0,Singapore,empty
robin-ki,Robin Ki,0,"Taiwan, Province of China",empty
pang-ming-wee,Pang Ming Wee,0,Malaysia,empty
reynerio-marzan-estacio,Reynerio Marzan Estacio,0,Philippines,empty
chung-wing-tat,Chung Wing Tat,0,Hong Kong,empty
jansen-angkasa,Jansen Angkasa,0,Indonesia,empty
khai-wen-leong,Khai Wen Leong,0,Malaysia,empty
chun-kai-wen,Chun-kai Wen,0,"Taiwan, Province of China",empty
michael-mercer,Michael Mercer,0,Australia,empty
cael-mcgann,Cael McGann,0,Australia,empty
naoya-wada,Naoya Wada,0,Japan,empty
teng-feng-chiu,Teng-Feng Chiu,0,"Taiwan, Province of China",empty
kotarou-andou,Kotarou Andou,0,Japan,empty
kanto-kurasawa,Kanto Kurasawa,0,Japan,empty
jacky-chih-hao-chiang,Jacky Chih-Hao Chiang,0,"Taiwan, Province of China",empty
masatake-shimada,Masatake Shimada,0,Japan,empty
dong-woo-son,Dong-Woo Son,0,Korea (Republic of),empty
sung-kyoon-bae,Sung-Kyoon Bae,0,Korea (Republic of),empty
yoo-seung-jung,Yoo-Seung Jung,0,Korea (Republic of),empty
wang-zhi-chen,Wang Zhi Chen,0,China,empty
mun-wye-tang,Mun Wye Tang,0,Malaysia,empty
ryo-abe,Ryo Abe,0,Japan,empty
hon-choon-chan,Hon Choon Chan,0,Malaysia,empty
milton-jian-xiong-lin,Milton Jian Xiong Lin,0,Singapore,empty
bayani-reyes-manansala,Bayani Reyes Manansala,0,Philippines,empty
fumio-hoshino,Fumio Hoshino,0,Japan,empty
peter-chao,Peter Chao,0,"Taiwan, Province of China",empty
tomoharu-saito,Tomoharu Saito,0,Japan,"[{'season': 2016, 'team': 'Hareruya'}, {'season': 2017, 'team': 'Connected Company'}, {'season': 2018, 'team': 'Hareruya Axe'}]"
samuel-pardee,Samuel Pardee,0,United States of America,"[{'season': 2016, 'team': 'Face to Face Games'}, {'season': 2017, 'team': 'Ultra Pro'}, {'season': 2018, 'team': 'Ultra Pro'}]"
ian-birrell,Ian Birrell,0,United States of America,empty
gavin-thompson,Gavin Thompson,0,United States of America,empty
tomas-pokorny,Tomas Pokorny,0,Czech Republic,empty
piotr-wiktorzak,Piotr Wiktorzak,0,Poland,empty
yohei-nomiya,Yohei Nomiya,0,Japan,empty
tim-wan,Tim Wan,0,empty,empty
lars-luckhaupt,Lars Luckhaupt,0,Germany,empty
ron-branchaud,Ron Branchaud,0,empty,empty
bradley-barclay,Bradley Barclay,0,Scotland,empty
evan-kaplan,Evan Kaplan,0,United States of America,empty
michael-bernat,Michael Bernat,0,United States of America,empty
kazuya-takuwa,Kazuya Takuwa,0,Japan,empty
francesco-giresi,Francesco Giresi,0,Italy,empty
newton-hang,Newton Hang,0,United States of America,empty
nicholas-price,Nicholas Price,0,Philippines,empty
maxime-martin,Maxime Martin,0,France,"[{'season': 2016, 'team': 'Magic Corsairs Crew'}]"
christoffer-larsen,Christoffer Larsen,0,Denmark,"[{'season': 2017, 'team': 'Revelation'}, {'season': 2018, 'team': 'Snapcardster X MTGMintcard'}]"
gerardo-d-elia,Gerardo D'Elia,0,Italy,empty
